lat1,long1,lat2,long2,dis,time
30.68022,76.74758,30.79022,76.77758,18038,1982
30.68022,76.74758,30.79022,76.78758,20546,2265
30.68022,76.74758,30.79022,76.79758,18752,2379
30.68022,76.74758,30.79022,76.80758,19298,2463
30.68022,76.74758,30.79022,76.81758,20040,2625
30.68022,76.74758,30.79022,76.82758,19782,2564
30.68022,76.74758,30.79022,76.83758,22231,2823
30.68022,76.75758,30.68022,76.73758,3956,585
30.68022,76.75758,30.68022,76.74758,2804,475
30.68022,76.75758,30.68022,76.75758,0,0
30.68022,76.75758,30.69022,76.72758,5498,779
30.68022,76.75758,30.69022,76.73758,4296,632
30.68022,76.75758,30.69022,76.74758,3456,577
30.68022,76.75758,30.69022,76.75758,1992,431
30.68022,76.75758,30.69022,76.76758,1914,360
30.68022,76.75758,30.70022,76.71758,7105,1023
30.68022,76.75758,30.70022,76.72758,5975,859
30.68022,76.75758,30.70022,76.73758,4584,664
30.68022,76.75758,30.70022,76.74758,3862,690
30.68022,76.75758,30.70022,76.75758,3515,556
30.68022,76.75758,30.70022,76.76758,3555,575
30.68022,76.75758,30.70022,76.77758,3709,553
30.68022,76.75758,30.70022,76.78758,4329,670
30.68022,76.75758,30.71022,76.70758,9131,1324
30.68022,76.75758,30.71022,76.71758,8019,1125
30.68022,76.75758,30.71022,76.72758,6416,925
30.68022,76.75758,30.71022,76.73758,5091,827
30.68022,76.75758,30.71022,76.74758,4679,674
30.68022,76.75758,30.71022,76.75758,6047,798
30.68022,76.75758,30.71022,76.76758,5482,791
30.68022,76.75758,30.71022,76.77758,5534,779
30.68022,76.75758,30.71022,76.78758,5890,892
30.68022,76.75758,30.71022,76.79758,5939,993
30.68022,76.75758,30.72022,76.70758,10607,1370
30.68022,76.75758,30.72022,76.71758,7878,1094
30.68022,76.75758,30.72022,76.72758,8488,1128
30.68022,76.75758,30.72022,76.73758,6184,837
30.68022,76.75758,30.72022,76.74758,6315,893
30.68022,76.75758,30.72022,76.75758,8261,1107
30.68022,76.75758,30.72022,76.76758,7354,1053
30.68022,76.75758,30.72022,76.77758,7652,986
30.68022,76.75758,30.72022,76.78758,7893,1002
30.68022,76.75758,30.72022,76.79758,7848,1052
30.68022,76.75758,30.72022,76.80758,7511,1104
30.68022,76.75758,30.72022,76.81758,7954,1199
30.68022,76.75758,30.73022,76.69758,10639,1445
30.68022,76.75758,30.73022,76.70758,11514,1340
30.68022,76.75758,30.73022,76.71758,9094,1193
30.68022,76.75758,30.73022,76.72758,7843,980
30.68022,76.75758,30.73022,76.73758,8208,1072
30.68022,76.75758,30.73022,76.74758,7943,1098
30.68022,76.75758,30.73022,76.75758,8391,1103
30.68022,76.75758,30.73022,76.76758,9679,1310
30.68022,76.75758,30.73022,76.77758,8529,1121
30.68022,76.75758,30.73022,76.78758,9568,1277
30.68022,76.75758,30.73022,76.79758,8927,1181
30.68022,76.75758,30.73022,76.80758,9669,1339
30.68022,76.75758,30.73022,76.81758,9930,1323
30.68022,76.75758,30.73022,76.82758,10150,1420
30.68022,76.75758,30.73022,76.83758,11304,1503
30.68022,76.75758,30.74022,76.68758,13629,1578
30.68022,76.75758,30.74022,76.69758,13246,1614
30.68022,76.75758,30.74022,76.70758,11236,1320
30.68022,76.75758,30.74022,76.71758,9679,1106
30.68022,76.75758,30.74022,76.72758,9511,1180
30.68022,76.75758,30.74022,76.73758,9095,1160
30.68022,76.75758,30.74022,76.74758,9748,1266
30.68022,76.75758,30.74022,76.75758,10995,1342
30.68022,76.75758,30.74022,76.76758,9831,1278
30.68022,76.75758,30.74022,76.77758,10478,1323
30.68022,76.75758,30.74022,76.78758,10286,1413
30.68022,76.75758,30.74022,76.79758,10528,1387
30.68022,76.75758,30.74022,76.80758,11041,1434
30.68022,76.75758,30.74022,76.81758,10163,1368
30.68022,76.75758,30.74022,76.82758,11204,1504
30.68022,76.75758,30.74022,76.83758,12973,1757
30.68022,76.75758,30.75022,76.68758,15855,2060
30.68022,76.75758,30.75022,76.69758,13112,1725
30.68022,76.75758,30.75022,76.70758,12234,1531
30.68022,76.75758,30.75022,76.71758,11070,1278
30.68022,76.75758,30.75022,76.72758,10734,1252
30.68022,76.75758,30.75022,76.73758,11173,1333
30.68022,76.75758,30.75022,76.74758,10905,1291
30.68022,76.75758,30.75022,76.75758,11135,1359
30.68022,76.75758,30.75022,76.76758,12301,1475
30.68022,76.75758,30.75022,76.77758,11645,1488
30.68022,76.75758,30.75022,76.78758,12375,1523
30.68022,76.75758,30.75022,76.79758,12504,1526
30.68022,76.75758,30.75022,76.80758,12188,1494
30.68022,76.75758,30.75022,76.81758,13414,1665
30.68022,76.75758,30.75022,76.82758,15000,1933
30.68022,76.75758,30.75022,76.83758,13523,1831
30.68022,76.75758,30.76022,76.68758,15565,2045
30.68022,76.75758,30.76022,76.69758,14183,1862
30.68022,76.75758,30.76022,76.70758,12996,1651
30.68022,76.75758,30.76022,76.71758,12579,1539
30.68022,76.75758,30.76022,76.72758,12432,1512
30.68022,76.75758,30.76022,76.73758,12073,1493
30.68022,76.75758,30.76022,76.74758,12767,1598
30.68022,76.75758,30.76022,76.75758,12709,1513
30.68022,76.75758,30.76022,76.76758,12907,1580
30.68022,76.75758,30.76022,76.77758,14385,1866
30.68022,76.75758,30.76022,76.78758,13714,1676
30.68022,76.75758,30.76022,76.79758,13649,1603
30.68022,76.75758,30.76022,76.80758,14007,1679
30.68022,76.75758,30.76022,76.81758,13968,1787
30.68022,76.75758,30.76022,76.82758,15033,1900
30.68022,76.75758,30.76022,76.83758,14943,1931
30.68022,76.75758,30.77022,76.68758,15515,2004
30.68022,76.75758,30.77022,76.69758,14597,1866
30.68022,76.75758,30.77022,76.70758,14030,1846
30.68022,76.75758,30.77022,76.71758,14352,1818
30.68022,76.75758,30.77022,76.72758,13374,1656
30.68022,76.75758,30.77022,76.73758,14601,1785
30.68022,76.75758,30.77022,76.74758,13708,1662
30.68022,76.75758,30.77022,76.75758,14068,1764
30.68022,76.75758,30.77022,76.76758,14438,1690
30.68022,76.75758,30.77022,76.77758,15450,1816
30.68022,76.75758,30.77022,76.78758,14968,1825
30.68022,76.75758,30.77022,76.79758,16153,1895
30.68022,76.75758,30.77022,76.80758,16026,1893
30.68022,76.75758,30.77022,76.81758,16965,2013
30.68022,76.75758,30.77022,76.82758,16137,2083
30.68022,76.75758,30.77022,76.83758,16137,2083
30.68022,76.75758,30.78022,76.68758,16356,2127
30.68022,76.75758,30.78022,76.69758,17997,2219
30.68022,76.75758,30.78022,76.70758,16522,2051
30.68022,76.75758,30.78022,76.71758,15158,1786
30.68022,76.75758,30.78022,76.72758,15194,1889
30.68022,76.75758,30.78022,76.73758,16362,2110
30.68022,76.75758,30.78022,76.74758,14945,1797
30.68022,76.75758,30.78022,76.75758,15266,1842
30.68022,76.75758,30.78022,76.76758,16489,2032
30.68022,76.75758,30.78022,76.77758,16128,2112
30.68022,76.75758,30.78022,76.78758,17299,2142
30.68022,76.75758,30.78022,76.79758,16620,2238
30.68022,76.75758,30.78022,76.80758,17484,2246
30.68022,76.75758,30.78022,76.81758,19162,2641
30.68022,76.75758,30.78022,76.82758,19241,2661
30.68022,76.75758,30.78022,76.83758,16137,2083
30.68022,76.75758,30.79022,76.68758,18914,2141
30.68022,76.75758,30.79022,76.69758,19172,2197
30.68022,76.75758,30.79022,76.70758,17644,2008
30.68022,76.75758,30.79022,76.71758,16111,1880
30.68022,76.75758,30.79022,76.72758,16758,2086
30.68022,76.75758,30.79022,76.73758,17441,2041
30.68022,76.75758,30.79022,76.74758,16518,1899
30.68022,76.75758,30.79022,76.75758,17897,2102
30.68022,76.75758,30.79022,76.76758,17503,2111
30.68022,76.75758,30.79022,76.77758,18202,2106
30.68022,76.75758,30.79022,76.78758,20710,2389
30.68022,76.75758,30.79022,76.79758,18916,2503
30.68022,76.75758,30.79022,76.80758,19075,2576
30.68022,76.75758,30.79022,76.81758,19816,2738
30.68022,76.75758,30.79022,76.82758,19559,2677
30.68022,76.75758,30.79022,76.83758,22007,2936
30.69022,76.72758,30.68022,76.73758,1683,230
30.69022,76.72758,30.68022,76.74758,2822,416
30.69022,76.72758,30.68022,76.75758,5486,794
30.69022,76.72758,30.69022,76.72758,0,0
30.69022,76.72758,30.69022,76.73758,1222,189
30.69022,76.72758,30.69022,76.74758,2986,464
30.69022,76.72758,30.69022,76.75758,3987,515
30.69022,76.72758,30.69022,76.76758,5338,606
30.69022,76.72758,30.70022,76.71758,1990,346
30.69022,76.72758,30.70022,76.72758,1957,299
30.69022,76.72758,30.70022,76.73758,1896,284
30.69022,76.72758,30.70022,76.74758,3019,446
30.69022,76.72758,30.70022,76.75758,3679,503
30.69022,76.72758,30.70022,76.76758,5327,667
30.69022,76.72758,30.70022,76.77758,6391,728
30.69022,76.72758,30.70022,76.78758,7690,899
30.69022,76.72758,30.71022,76.70758,4015,647
30.69022,76.72758,30.71022,76.71758,2904,447
30.69022,76.72758,30.71022,76.72758,3728,545
30.69022,76.72758,30.71022,76.73758,3708,465
30.69022,76.72758,30.71022,76.74758,3617,436
30.69022,76.72758,30.71022,76.75758,4141,582
30.69022,76.72758,30.71022,76.76758,5354,746
30.69022,76.72758,30.71022,76.77758,6179,831
30.69022,76.72758,30.71022,76.78758,7663,989
30.69022,76.72758,30.71022,76.79758,8833,1177
30.69022,76.72758,30.72022,76.70758,4626,764
30.69022,76.72758,30.72022,76.71758,5190,714
30.69022,76.72758,30.72022,76.72758,4886,747
30.69022,76.72758,30.72022,76.73758,5121,600
30.69022,76.72758,30.72022,76.74758,5252,655
30.69022,76.72758,30.72022,76.75758,7198,869
30.69022,76.72758,30.72022,76.76758,6260,884
30.69022,76.72758,30.72022,76.77758,6568,898
30.69022,76.72758,30.72022,76.78758,8011,1022
30.69022,76.72758,30.72022,76.79758,8687,1099
30.69022,76.72758,30.72022,76.80758,9966,1213
30.69022,76.72758,30.72022,76.81758,11206,1431
30.69022,76.72758,30.73022,76.69758,5524,767
30.69022,76.72758,30.73022,76.70758,5936,863
30.69022,76.72758,30.73022,76.71758,6108,847
30.69022,76.72758,30.73022,76.72758,6781,742
30.69022,76.72758,30.73022,76.73758,7145,834
30.69022,76.72758,30.73022,76.74758,6880,861
30.69022,76.72758,30.73022,76.75758,7329,865
30.69022,76.72758,30.73022,76.76758,8629,1101
30.69022,76.72758,30.73022,76.77758,7445,1033
30.69022,76.72758,30.73022,76.78758,8484,1189
30.69022,76.72758,30.73022,76.79758,9045,1201
30.69022,76.72758,30.73022,76.80758,9787,1359
30.69022,76.72758,30.73022,76.81758,11527,1434
30.69022,76.72758,30.73022,76.82758,13449,1611
30.69022,76.72758,30.73022,76.83758,14604,1694
30.69022,76.72758,30.74022,76.68758,7401,1047
30.69022,76.72758,30.74022,76.69758,7017,1083
30.69022,76.72758,30.74022,76.70758,6917,989
30.69022,76.72758,30.74022,76.71758,8617,868
30.69022,76.72758,30.74022,76.72758,8449,943
30.69022,76.72758,30.74022,76.73758,8032,922
30.69022,76.72758,30.74022,76.74758,8686,1028
30.69022,76.72758,30.74022,76.75758,9932,1104
30.69022,76.72758,30.74022,76.76758,8782,1070
30.69022,76.72758,30.74022,76.77758,9429,1114
30.69022,76.72758,30.74022,76.78758,9202,1325
30.69022,76.72758,30.74022,76.79758,9444,1298
30.69022,76.72758,30.74022,76.80758,9958,1345
30.69022,76.72758,30.74022,76.81758,11936,1465
30.69022,76.72758,30.74022,76.82758,12977,1600
30.69022,76.72758,30.74022,76.83758,15508,1940
30.69022,76.72758,30.75022,76.68758,9627,1529
30.69022,76.72758,30.75022,76.69758,9230,1305
30.69022,76.72758,30.75022,76.70758,11171,1294
30.69022,76.72758,30.75022,76.71758,10008,1040
30.69022,76.72758,30.75022,76.72758,9671,1014
30.69022,76.72758,30.75022,76.73758,10111,1096
30.69022,76.72758,30.75022,76.74758,9843,1054
30.69022,76.72758,30.75022,76.75758,10073,1121
30.69022,76.72758,30.75022,76.76758,11238,1237
30.69022,76.72758,30.75022,76.77758,10596,1279
30.69022,76.72758,30.75022,76.78758,11326,1314
30.69022,76.72758,30.75022,76.79758,12499,1425
30.69022,76.72758,30.75022,76.80758,11104,1406
30.69022,76.72758,30.75022,76.81758,12330,1577
30.69022,76.72758,30.75022,76.82758,13916,1845
30.69022,76.72758,30.75022,76.83758,14692,1877
30.69022,76.72758,30.76022,76.68758,10652,1559
30.69022,76.72758,30.76022,76.69758,13120,1624
30.69022,76.72758,30.76022,76.70758,11934,1413
30.69022,76.72758,30.76022,76.71758,11517,1301
30.69022,76.72758,30.76022,76.72758,11370,1274
30.69022,76.72758,30.76022,76.73758,11011,1255
30.69022,76.72758,30.76022,76.74758,11705,1360
30.69022,76.72758,30.76022,76.75758,11646,1275
30.69022,76.72758,30.76022,76.76758,11844,1342
